channelName,subscriberCount,averageViews,averageLikes,country,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,subs_tier,engagement_rate
Sports Digitale,784000,81569.58267922554,2347.44,TR,Association football,Sport,,,,,,,,Macro-influencer,0.2994183673469388
Sports GuruGiri,14300,1637.388379204893,21.12,US,Lifestyle (sociology),Sport,Cricket,Society,,,,,,Micro-influencer,0.1476923076923077
Annoying Orange Gaming,3290000,698575.7025723472,853.44,US,Action game,Action-adventure game,Video game culture,Role-playing video game,,,,,,Mega-influencer,0.025940425531914894
History World,975000,192993.8101439342,1615.6,TH,Knowledge,Society,Military,,,,,,,Macro-influencer,0.1657025641025641
Relaxing Music for Dogs - Topic,3480,1252.763801668385,0.12,,Christian music,Jazz,Music,Pet,Lifestyle (sociology),,,,,Nano-influencer,0.0034482758620689655
Finn Loves Food,2890,1844.4594594594591,73.48,US,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,2.542560553633218
Numix Fitness DJs - Topic,2,264.3333333333333,4.8,,Electronic music,Pop music,Music,,,,,,,Emerging,240.0
New fashion diy ,4,476.5,4.0,,No topic categories assigned,,,,,,,,,Emerging,100.0
BBP 2K VLOG SERIES,969,97.75,2.75,GB,Lifestyle (sociology),,,,,,,,,Emerging,0.2837977296181631
Flavour of Desi Food,279000,317196.25,4557.18,CA,Food,Lifestyle (sociology),,,,,,,,Mid-tier influencer,1.6333978494623655
First Aid Tech - Topic,17,60.806451612903224,1.3225806451612905,,Music,Electronic music,,,,,,,,Emerging,7.779886148007591
Tap Fitness Family,3350,2007.6525974025976,27.44,US,Physical fitness,Lifestyle (sociology),Hobby,Health,,,,,,Nano-influencer,0.8191044776119403
Fitness up 36,71,274.46,6.08,,Health,Lifestyle (sociology),Physical fitness,,,,,,,Emerging,8.56338028169014
Gross Science,335000,505184.2073170732,6705.94,,Lifestyle (sociology),Knowledge,Health,,,,,,,Mid-tier influencer,2.0017731343283582
Sports 360,108,331.5,1.7777777777777777,,Television program,Sport,Association football,Basketball,,,,,,Emerging,1.6460905349794237
The Star Squad Gaming,749000,300311.05082592124,165.76,US,Role-playing video game,Video game culture,Simulation video game,Action-adventure game,,,,,,Macro-influencer,0.022130841121495326
LOW END GAMING,55800,42835.231617647056,765.48,IN,Role-playing video game,Action-adventure game,Video game culture,Action game,,,,,,Mid-tier influencer,1.3718279569892473
Dental Education Hub,45400,8975.46783625731,5.48,PK,Lifestyle (sociology),Health,Knowledge,,,,,,,Micro-influencer,0.012070484581497797
itzz_short_time😎,15,49.333333333333336,10.0,,No topic categories assigned,,,,,,,,,Emerging,66.66666666666667
Mobile Fitness Pilates With Fee,1080,702.8039215686274,31.44,CA,Health,Lifestyle (sociology),Physical fitness,,,,,,,Nano-influencer,2.911111111111111
Travel With Aunty Adunni 🥰,369,960.5555555555557,39.611111111111114,,Lifestyle (sociology),,,,,,,,,Emerging,10.734718458295694
Winchester Racquets and Fitness,23,1032.0263157894738,3.1315789473684212,,Sport,Lifestyle (sociology),Physical fitness,Health,,,,,,Emerging,13.615560640732268
Stage Drama Comedy,47200,40982.8675,289.26,GB,Humour,Film,Performing arts,Entertainment,,,,,,Micro-influencer,0.6128389830508475
Royal Tech Pro,58300,26536.20979020979,1257.86,IN,Lifestyle (sociology),Technology,,,,,,,,Mid-tier influencer,2.1575643224699825
Travel With Mansoureh,57600,13821.861010830326,49.16,GB,Hobby,Lifestyle (sociology),Tourism,,,,,,,Mid-tier influencer,0.08534722222222223
Ic0n Gaming,48900,3319.524022346369,51.18,DE,Role-playing video game,Video game culture,Strategy video game,Action game,Action-adventure game,,,,,Micro-influencer,0.10466257668711657
"KESHAV DO GAMING • 900K views • 1 day ago



•••",3550,689.9491817398795,4.94,IN,Action-adventure game,Action game,Video game culture,Role-playing video game,Strategy video game,,,,,Nano-influencer,0.1391549295774648
Nautical Gaming,8620,1504.7144977733794,26.0,IN,Action-adventure game,Strategy video game,Action game,Video game culture,Role-playing video game,,,,,Nano-influencer,0.30162412993039445
Hưng Vlog,3290000,1926428.7402597405,957.12,VN,Food,Lifestyle (sociology),,,,,,,,Mega-influencer,0.029091793313069908
Tech with frwa,9560,3383.5885383129425,95.98,US,No topic categories assigned,,,,,,,,,Nano-influencer,1.0039748953974896
Kryptronix Gaming,18100,11298.826086956522,399.64,IN,Lifestyle (sociology),Technology,Video game culture,,,,,,,Micro-influencer,2.2079558011049722
Power Of Animals Transformation.☠️💚,1230,31601.243243243243,219.45945945945945,,Lifestyle (sociology),Entertainment,Pet,,,,,,,Nano-influencer,17.84223247637882
Matt Wilson Movies,1250,16906.7,74.16,US,Humour,Film,Entertainment,,,,,,,Nano-influencer,5.9328
Physical Education - Topic,129,779.5217391304348,18.91304347826087,,Music,Electronic music,,,,,,,,Emerging,14.661274014155714
FOX Gaming,2220,2455.4439461883408,27.96,,Simulation video game,Role-playing video game,Video game culture,Strategy video game,,,,,,Nano-influencer,1.2594594594594595
Science of the Lamps - Topic,3,10.846153846153848,0.3846153846153846,,Soul music,Music,Independent music,Electronic music,Pop music,,,,,Emerging,12.82051282051282
Rahul fitness skyfit,3,249.0,4.375,,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,145.83333333333334
Science of Logic - Topic,13,62.55555555555556,1.8333333333333333,,Music,Rock music,Electronic music,,,,,,,Emerging,14.1025641025641
News W news E,21,557.6666666666666,32.0,,Music of Asia,Music,,,,,,,,Emerging,152.38095238095238
Science of Aesthetics,11800,60646.188679245286,875.84,,Health,Physical attractiveness,Entertainment,Lifestyle (sociology),,,,,,Micro-influencer,7.422372881355932
Cutest Animals And Pets,21,289.60869565217394,5.521739130434782,GB,Lifestyle (sociology),Pet,Entertainment,,,,,,,Emerging,26.29399585921325
Hot Science - Topic,16,11.03921568627451,0.2,,Electronic music,Music,Hip hop music,,,,,,,Emerging,1.25
Ana's Food & Lifestyle,22500,3412.12585499316,390.48,GB,Lifestyle (sociology),Food,,,,,,,,Micro-influencer,1.7354666666666667
sound fitness,5,377.2903225806452,0.967741935483871,GB,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,19.35483870967742
Snipe Gaming TV,272000,60203.19847328244,147.58,PH,Strategy video game,Video game culture,Action game,,,,,,,Mid-tier influencer,0.05425735294117648
Fashion History - Footage Farm,192,134.125,4.875,,Lifestyle (sociology),Fashion,Entertainment,,,,,,,Emerging,2.5390625
Mac's Tech Toy Box,3110,10174.54028436019,80.66,,Lifestyle (sociology),Technology,,,,,,,,Nano-influencer,2.5935691318327976
Nail Tech Natters Podcast,274,426.6666666666667,18.533333333333335,,Lifestyle (sociology),Knowledge,,,,,,,,Emerging,6.763990267639903
DREY's Canada Vlog,26200,10133.995,59.7,CA,Lifestyle (sociology),Knowledge,,,,,,,,Micro-influencer,0.22786259541984732
Shoreline Music,6680,20425.574324324323,79.62,US,Music,,,,,,,,,Nano-influencer,1.1919161676646706
Frontier Travel Vietnam,2530,3837.9875,7.5,AU,Vehicle,Motorsport,Lifestyle (sociology),Tourism,,,,,,Nano-influencer,0.2964426877470356
Total Fitness,667,2829.840425531915,2.6,GB,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,0.38980509745127434
Aurora's Array Fashion Accessories,49,231.04291845493563,2.1,GB,Fashion,Lifestyle (sociology),Hobby,,,,,,,Emerging,4.285714285714286
Haneesh Fashions,818,687.4233128834355,8.36,IN,Lifestyle (sociology),Fashion,Hobby,,,,,,,Emerging,1.02200488997555
Only Latest News,1110,21.917348256564782,0.4,US,Society,Knowledge,,,,,,,,Nano-influencer,0.036036036036036036
Mr C History,1260,1088.9719626168223,16.68,,Lifestyle (sociology),Society,Knowledge,,,,,,,Nano-influencer,1.3238095238095238
Koboko Fitness,1890000,145588.52502453385,39.64,US,Physical fitness,Health,Lifestyle (sociology),,,,,,,Mega-influencer,0.0020973544973544975
Fitness On Toast - Faya,445,5321.818181818182,37.6,GB,Food,Health,Lifestyle (sociology),Physical fitness,Tourism,,,,,Emerging,8.44943820224719
Kippap Education,77100,8613.669789227166,125.18,PH,Knowledge,,,,,,,,,Mid-tier influencer,0.16236057068741894
TWS Sports Podcast,238,396.2384105960265,7.02,,Association football,Sport,Cricket,,,,,,,Emerging,2.9495798319327733
BIN ZAID GAMING,3350000,1156945.4970760234,23956.56,,Action-adventure game,Action game,Video game culture,,,,,,,Mega-influencer,0.7151211940298507
Top Food Family,6,19.75,2.6666666666666665,,Food,Lifestyle (sociology),,,,,,,,Emerging,44.444444444444436
Arsenal News Channel,285000,428956.8531468531,3327.24,GB,Sport,Association football,,,,,,,,Mid-tier influencer,1.1674526315789473
SSV VLOG,21300,8017.28624535316,182.84,,Lifestyle (sociology),,,,,,,,,Micro-influencer,0.8584037558685446
Jurgita Fitness,248,401.8333333333333,6.72,,Lifestyle (sociology),Health,Physical fitness,,,,,,,Emerging,2.7096774193548385
Omni Music UK,1310,120.82881544745636,3.76,,Music,Electronic music,,,,,,,,Nano-influencer,0.2870229007633588
BUDEK  COMEDY ,95,1284.0,6.533333333333333,,Film,Entertainment,,,,,,,,Emerging,6.87719298245614
Gaming Matt,11100,9203.634146341465,308.0243902439024,US,Simulation video game,Video game culture,Casual game,Action-adventure game,,,,,,Micro-influencer,2.7749945067018236
BBC Comedy Greats,828000,283938.70741839765,359.14,,Film,Television program,Entertainment,Humour,,,,,,Macro-influencer,0.0433743961352657
AstraZeneca Women in Tech Series,165,297.30434782608694,11.521739130434783,,Lifestyle (sociology),Health,Knowledge,Television program,,,,,,Emerging,6.982872200263505
Chaîne Espace News,1630,895.8684210526316,90.84,FR,Knowledge,Society,Technology,Lifestyle (sociology),,,,,,Nano-influencer,5.573006134969325
Mr fake news - Topic,4,19.6,2.4,,Music,Hip hop music,Pop music,,,,,,,Emerging,60.0
Fitness With Abbie Walker,53,126.04166666666669,2.52,,Health,Physical fitness,Lifestyle (sociology),,,,,,,Emerging,4.754716981132075
Beauty by Kareena,440000,784299.9647577093,15533.2,IN,Lifestyle (sociology),,,,,,,,,Mid-tier influencer,3.5302727272727275
Fitness Freak Imran,177,1348.3625,11.32,,Food,Health,Lifestyle (sociology),Physical fitness,,,,,,Emerging,6.395480225988701
sunni fitness Shorts,83,903.3076923076924,35.84615384615385,,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,43.18813716404078
Kisan Fitness,183,405.82608695652175,13.9,IN,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,7.595628415300546
Freshfield Fitness TAI CHI ACTIVE,24400,3832.202755905512,48.24,GB,Physical fitness,Health,Lifestyle (sociology),Mixed martial arts,Sport,,,,,Micro-influencer,0.1977049180327869
Skevs travel stories,24,169.16666666666666,2.7777777777777777,GB,Tourism,Lifestyle (sociology),,,,,,,,Emerging,11.574074074074074
Food Club,1420,1533.5,93.0909090909091,,Lifestyle (sociology),Food,,,,,,,,Nano-influencer,6.555697823303458
Saidul fitness ,106,1015.515625,14.64,IN,Lifestyle (sociology),Physical fitness,Health,,,,,,,Emerging,13.81132075471698
The Music Professor,68100,32687.532544378697,459.34,GB,Classical music,Music,,,,,,,,Mid-tier influencer,0.6745080763582966
marquee travel,13,183.16666666666663,5.666666666666667,,Rock music,Music,Pop music,,,,,,,Emerging,43.5897435897436
Bà Tân Vlog,4520000,1684040.613740458,1767.36,VN,Lifestyle (sociology),Food,,,,,,,,Mega-influencer,0.03910088495575221
Siloé Music - Topic,398,1044.8636363636365,15.545454545454543,,Christian music,Music,Religion,Pop music,,,,,,Emerging,3.9058931018730005
Travel with Veer,6,245.0,0.2,,Entertainment,,,,,,,,,Emerging,3.3333333333333335
Simple Home Science,1080,4757.155555555555,50.91111111111111,GB,Lifestyle (sociology),Knowledge,,,,,,,,Nano-influencer,4.7139917695473255
beIN SPORTS,14300000,333257.4463742944,1476.6,QA,Tennis,Sport,Association football,,,,,,,Celebrity,0.010325874125874126
Yega Vlog,6680,3357.9901477832514,78.44,FR,Tourism,Lifestyle (sociology),Food,,,,,,,Nano-influencer,1.174251497005988
RH10 Fitness,357,660.646408839779,3.04,GB,Health,Physical fitness,Lifestyle (sociology),,,,,,,Emerging,0.8515406162464986
A FASHION,206000,355964.67647058825,1942.62,SE,Hobby,Fashion,Lifestyle (sociology),,,,,,,Mid-tier influencer,0.9430194174757282
PSC Sports Coverage,28,70.8,2.9,,Lifestyle (sociology),Association football,Sport,,,,,,,Emerging,10.357142857142858
Saturday Night Fashion Newmarket,5,111.26666666666668,0.5333333333333333,,Lifestyle (sociology),Fashion,Hobby,,,,,,,Emerging,10.666666666666668
Tech Obsessed,45,2051.5,6.75,,Lifestyle (sociology),Technology,,,,,,,,Emerging,15.0
sonu king comedy star,14,453.45454545454544,1.0909090909090908,,Action-adventure game,Video game culture,Action game,,,,,,,Emerging,7.792207792207791
The Manifest Music Room - Topic,111,350.90909090909093,13.045454545454543,,Rhythm and blues,Pop music,Hip hop music,Music,,,,,,Emerging,11.75266175266175
BIG DA ZONA MUSIC ,1,28.833333333333332,0.5,,Music,Hip hop music,,,,,,,,Emerging,50.0
Univ of Michigan Marsal Family School of Education,498,206.1382978723404,1.64,US,Society,Knowledge,,,,,,,,Emerging,0.3293172690763052
MF-MOVIES,2120000,1149382.404840484,2553.5,US,Television program,Film,Entertainment,,,,,,,Mega-influencer,0.12044811320754717
Arm Education,4120,4267.123711340206,14.7,GB,Lifestyle (sociology),Knowledge,Technology,,,,,,,Nano-influencer,0.3567961165048544
The Science of Words - Topic,4,24.571428571428573,0.7142857142857143,,Electronic music,Pop music,Independent music,Music,Rock music,,,,,Emerging,17.857142857142858
Ladylikes Comedy,36,276.5,4.545454545454546,,Television program,Performing arts,Film,Entertainment,Music,,,,,Emerging,12.626262626262626
Utkarsh Gaming 24,2870,27019.71875,115.875,IN,Action-adventure game,Video game culture,Role-playing video game,,,,,,,Nano-influencer,4.0374564459930316
JDR__VLOG,5,30.058823529411764,1.6470588235294117,,Lifestyle (sociology),Vehicle,,,,,,,,Emerging,32.94117647058823
Summer The Beauty Princess ,64,115.35168195718654,2.2,,Lifestyle (sociology),,,,,,,,,Emerging,3.4375000000000004
Travel Adventures with Andrew & Karen,6370,1747.50884086444,30.3,GB,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,0.47566718995290425
US Drill News,29600,180230.1212121212,2741.212121212121,,Hip hop music,Music,,,,,,,,Micro-influencer,9.26085176085176
Channel 4 News,3930000,98478.31490912488,678.66,GB,Politics,Society,,,,,,,,Mega-influencer,0.017268702290076335
PD Health & Fitness,15,983.8888888888888,2.888888888888889,,Health,Physical fitness,Lifestyle (sociology),,,,,,,Emerging,19.259259259259256
AJ Gaming,793000,402710.4372881356,12430.52,IN,Action-adventure game,Video game culture,Action game,Simulation video game,Role-playing video game,,,,,Macro-influencer,1.567530895334174
Goose's Movies,1070,1176.516304347826,27.96,GB,Lifestyle (sociology),Film,Entertainment,,,,,,,Nano-influencer,2.6130841121495325
Features Gaming,23300,1718.1906271224814,22.9,GB,Simulation video game,Video game culture,Role-playing video game,Racing video game,Action-adventure game,,,,,Micro-influencer,0.0982832618025751
The News Agents,133000,26178.47562097516,457.96,GB,Society,Politics,,,,,,,,Mid-tier influencer,0.34433082706766915
American Civil War & UK History,1260,540.2781065088758,55.2,GB,Military,Knowledge,Society,Lifestyle (sociology),,,,,,Nano-influencer,4.380952380952381
Black Nerd Comedy,832000,112168.36684948204,1603.5,US,Video game culture,Entertainment,Film,,,,,,,Macro-influencer,0.19272836538461538
HISTORY IN SATURDAY - Topic,10,220.0,10.0,,Music,Pop music,,,,,,,,Emerging,100.0
St. Paul Education,462,467.82,3.86,CA,Performing arts,Sport,Religion,Lifestyle (sociology),Volleyball,,,,,Emerging,0.8354978354978355
Ron Gaming Live,1890000,275713.4091872792,1972.74,IN,Role-playing video game,Action game,Video game culture,Action-adventure game,Strategy video game,,,,,Mega-influencer,0.10437777777777778
Late Night Gaming,198000,80807.18815331011,1406.6,US,Strategy video game,Action-adventure game,Video game culture,Action game,Role-playing video game,,,,,Mid-tier influencer,0.7104040404040404
Wolverhampton news,3,90.5,3.4,,Association football,Sport,Lifestyle (sociology),,,,,,,Emerging,113.33333333333333
FANCY FOOD CREATIONS,40300,6284.130434782609,161.6086956521739,CA,Hobby,Lifestyle (sociology),Food,,,,,,,Micro-influencer,0.40101413313194517
What's The Deal With Sports,518,4161.340909090909,56.27272727272727,GB,Sport,Association football,,,,,,,,Emerging,10.863460863460864
AshuAnvi comedy vlog ,98,750.2380952380952,24.238095238095237,,Film,Lifestyle (sociology),Entertainment,,,,,,,Emerging,24.732750242954324
Childhood Comedy,28,545.3809523809524,12.428571428571429,,Lifestyle (sociology),,,,,,,,,Emerging,44.38775510204082
Sports arena 360,22,1217.529411764706,11.941176470588236,GB,Association football,Sport,,,,,,,,Emerging,54.27807486631016
SHADCOM - Comedy with Shad & Friends,7270,15024.424242424242,421.6363636363636,,Lifestyle (sociology),Music,,,,,,,,Nano-influencer,5.799674878079279
Jacada Travel,1930,3475.4114583333335,8.06,GB,Lifestyle (sociology),Tourism,Hobby,,,,,,,Nano-influencer,0.41761658031088084
Your Hands Write History - Topic,4,296.55555555555554,7.444444444444445,,Electronic music,Rock music,Music,Independent music,,,,,,Emerging,186.11111111111111
Boy Bulkit Comedy,210000,46449.97616683217,50.34,,Entertainment,Lifestyle (sociology),Film,,,,,,,Mid-tier influencer,0.02397142857142857
Krishna vlog 02,67,36.333333333333336,8.791666666666666,,Entertainment,Lifestyle (sociology),,,,,,,,Emerging,13.12189054726368
UFD Tech,1340000,362758.1074092491,14900.58,US,Lifestyle (sociology),Technology,Video game culture,,,,,,,Mega-influencer,1.1119835820895523
Cute Animals,5,15.444444444444445,1.0,,Lifestyle (sociology),Pet,,,,,,,,Emerging,20.0
shahid veer Family vlog,14300,3621.3885230479777,245.32,PK,Food,Lifestyle (sociology),,,,,,,,Micro-influencer,1.7155244755244756
Livres et Science,123000,99143.03571428572,5070.32,FR,Knowledge,,,,,,,,,Mid-tier influencer,4.1222113821138215
Ben Russell Fitness Coach,50,113.66666666666669,8.666666666666666,,Physical fitness,Lifestyle (sociology),Health,Sport,,,,,,Emerging,17.333333333333332
Tamil Beauty Tv,1810000,344475.01607142854,3634.74,IN,Lifestyle (sociology),Health,,,,,,,,Mega-influencer,0.20081436464088398
Boram Tube Vlog [보람튜브 브이로그],31900000,54558496.29230769,41247.44,US,Hobby,Lifestyle (sociology),,,,,,,,Celebrity,0.1293023197492163
Chisgule Gaming,254000,37983.62393162393,395.96,US,Action-adventure game,Strategy video game,Video game culture,Role-playing video game,Action game,Simulation video game,,,,Mid-tier influencer,0.15588976377952757
Raja Bhaiya Vlogs,1070,1777.9473684210527,50.526315789473685,IN,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,4.722085587801279
raistar gaming,6,26.61111111111111,3.2777777777777777,,Action game,Video game culture,Action-adventure game,,,,,,,Emerging,54.629629629629626
F1 News - TacticalRab,79100,38422.17896389325,1620.94,GB,Lifestyle (sociology),Sport,Motorsport,Vehicle,,,,,,Mid-tier influencer,2.049228824273072
London Nepal News Television,46100,4414.362839614373,118.02,GB,Politics,Society,,,,,,,,Micro-influencer,0.25600867678958783
Hadia Afghan Food,503,838.2523364485982,18.76,GB,Food,Lifestyle (sociology),,,,,,,,Emerging,3.729622266401591
Zim HD News,33500,5755.230576441103,11.72,GB,Society,,,,,,,,,Micro-influencer,0.03498507462686567
Jocelyn Seamer Education,2110,683.7836257309941,2.2,,Lifestyle (sociology),Knowledge,Society,,,,,,,Nano-influencer,0.1042654028436019
Rebellious Fashion,392,2245.0231481481483,34.84,GB,Fashion,Lifestyle (sociology),,,,,,,,Emerging,8.887755102040817
"ACM, Academy of Contemporary Music",10900,3880.6168341708544,8.82,GB,Pop music,Music,Knowledge,Rock music,,,,,,Micro-influencer,0.08091743119266055
Macmillan Education Customer Support,5530,1086.571428571429,0.82,GB,Technology,Knowledge,Lifestyle (sociology),,,,,,,Nano-influencer,0.014828209764918625
Stray animals,19,448.6363636363636,14.636363636363637,,Lifestyle (sociology),Pet,,,,,,,,Emerging,77.03349282296651
eye news,194,155.9078014184397,0.72,GB,Society,Health,Knowledge,Lifestyle (sociology),,,,,,Emerging,0.3711340206185567
Calderdale Music,223,351.7980769230769,1.26,,Classical music,Music,Christian music,,,,,,,Emerging,0.5650224215246636
Hong Kong History Centre,3870,3708.4545454545455,138.5909090909091,GB,Politics,Society,Knowledge,,,,,,,Nano-influencer,3.581160441625558
Food recipe ,10,139.90322580645162,3.032258064516129,PK,Lifestyle (sociology),Food,,,,,,,,Emerging,30.322580645161292
Jessica Gioglio - Travel & Lifestyle,1110,1347.3882978723404,15.48,GB,Lifestyle (sociology),Tourism,,,,,,,,Nano-influencer,1.3945945945945946
SAZ Travel,1600,2360.5945945945946,67.56,,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,4.2225
Happy Prince Gaming,6840000,581544.5625,1366.06,IN,Action game,Video game culture,Action-adventure game,Strategy video game,Role-playing video game,,,,,Mega-influencer,0.019971637426900585
IWinToLose Gaming,476000,234148.8836524301,4392.3,,Strategy video game,Role-playing video game,Video game culture,Action game,Action-adventure game,,,,,Mid-tier influencer,0.9227521008403361
Education Galaxy,17500,3532.2337807606264,10.54,US,Knowledge,Society,,,,,,,,Micro-influencer,0.06022857142857143
Without History - Topic,7,27.5,0.5625,,Pop music,Music,Independent music,Rock music,,,,,,Emerging,8.035714285714286
Food Music by Hahaas Comedy - Topic,5,93.3,1.225,,Food,Music,Electronic music,Film,Entertainment,Humour,,,,Emerging,24.500000000000004
AK Sports - Topic,26,1543.928571428571,42.642857142857146,,Independent music,Music,Electronic music,Pop music,,,,,,Emerging,164.01098901098902
latest fashion news with rimjhim,14400,8363.412213740457,17.2,IN,Hobby,Lifestyle (sociology),Fashion,,,,,,,Micro-influencer,0.11944444444444445
Brandon Stilley Gaming,139000,55191.80633147113,98.3,US,Simulation video game,Action-adventure game,Video game culture,Role-playing video game,,,,,,Mid-tier influencer,0.07071942446043165
Bilingual By Music - Topic,203,1267.840909090909,2.477272727272727,,Music,,,,,,,,,Emerging,1.2203313927451858
Fashion & Elegance 50,44100,37792.4375,1268.2,BR,Lifestyle (sociology),Fashion,Hobby,,,,,,,Micro-influencer,2.8757369614512474
Sir Spats Gaming,36300,24474.779310344828,339.86,GB,Vehicle,Video game culture,Racing video game,,,,,,,Micro-influencer,0.9362534435261708
ลัคกี้ เจน Lucky Jane Travel,5370,2119.43661971831,89.0,TH,Tourism,Lifestyle (sociology),,,,,,,,Nano-influencer,1.6573556797020483
Absolute Travel Adventures,453,1214.391061452514,5.82,GB,Lifestyle (sociology),Tourism,,,,,,,,Emerging,1.2847682119205297
Bluecoat Sports Health & Fitness Club,232,306.06315789473683,1.7,,Physical fitness,Lifestyle (sociology),Health,,,,,,,Emerging,0.7327586206896551
all sports ,17,647.0,6.368421052631579,,Sport,American football,,,,,,,,Emerging,37.461300309597526
Travel with Luxe Vacays,60,1350.3157894736842,11.86842105263158,GB,Tourism,Lifestyle (sociology),,,,,,,,Emerging,19.78070175438597
Mayden y Natalia Vlogs,1900000,354962.11129032256,664.0,,Hobby,Lifestyle (sociology),,,,,,,,Mega-influencer,0.03494736842105263
Mark Row Comedy,279,2751.775280898876,6.48,GB,Lifestyle (sociology),Film,Entertainment,Humour,,,,,,Emerging,2.3225806451612905
Universal UK News,2710,11877.470588235294,267.05882352941177,GB,Lifestyle (sociology),Tourism,Society,,,,,,,Nano-influencer,9.854569133926635
The Hidden Science Academy,17700,4052.8015267175574,30.8,,Society,Knowledge,Health,Lifestyle (sociology),,,,,,Micro-influencer,0.17401129943502824
GK8 VLOGS,6980000,16156360.160621762,48834.54,AT,Lifestyle (sociology),,,,,,,,,Mega-influencer,0.6996352435530085
Ziang's Food Workshop,535000,40254.95064377682,1942.5,GB,Food,Lifestyle (sociology),,,,,,,,Macro-influencer,0.36308411214953273
Nepal Sports News,3,397.4,3.4,NP,Lifestyle (sociology),Sport,Association football,,,,,,,Emerging,113.33333333333333
MIDA TRAVEL (BEARS ON THE MOVE),9210,2476.6868537666173,41.86,GB,Music,Lifestyle (sociology),Tourism,,,,,,,Nano-influencer,0.45450597176981544
SCOTTIE McCLUE MOVIES ,50900,2079.806713505074,11.04,GB,Television program,Society,Humour,Entertainment,,,,,,Mid-tier influencer,0.02168958742632613
Hood Gaming,39800,8008.517964071856,362.58,GB,Video game culture,Sports game,Strategy video game,,,,,,,Micro-influencer,0.9110050251256281
Beauty Crowd,819,1277.7894736842106,16.1,,Lifestyle (sociology),,,,,,,,,Emerging,1.9658119658119662
Bachelors of Science - Topic,762,5176.217821782178,39.08,,Independent music,Pop music,Music,Electronic music,,,,,,Emerging,5.1286089238845145
Idaho State Board of Education,455,235.25641025641025,1.22,US,Society,Knowledge,,,,,,,,Emerging,0.2681318681318681
Tech This Out,1560,1108.5860655737704,7.46,,Pop music,Music,Electronic music,,,,,,,Nano-influencer,0.4782051282051282
Horrible History Vault,75,1295.7924528301887,13.2,GB,Knowledge,Entertainment,,,,,,,,Emerging,17.6
"Ash Golestani - SEO, Marketing, Tech",42,556.0769230769231,19.307692307692307,ES,Lifestyle (sociology),Technology,Knowledge,Business,,,,,,Emerging,45.97069597069597
Super 8 movies by Brian Mark Thomas,5,67.875,1.25,,Entertainment,Lifestyle (sociology),Film,,,,,,,Emerging,25.0
Fashion SVP,17,197.08333333333337,0.5833333333333334,GB,Hobby,Fashion,Lifestyle (sociology),Business,,,,,,Emerging,3.431372549019608
movie Cilps from kids movies,41,3849.571428571429,12.285714285714286,,Entertainment,Film,Video game culture,,,,,,,Emerging,29.965156794425088
800 Pound Gorilla Media,559000,53897.04636091725,896.52,US,Entertainment,Humour,Film,,,,,,,Macro-influencer,0.16037924865831843
Crime News Edinburgh,65,950.818181818182,9.454545454545457,GB,Society,,,,,,,,,Emerging,14.54545454545455
Fashion and Style Edit,187000,42237.38762214984,1164.14,GB,Fashion,Lifestyle (sociology),Hobby,,,,,,,Mid-tier influencer,0.6225347593582888
The Special One News,14,634.28125,2.78125,,Television program,Military,Society,Politics,,,,,,Emerging,19.866071428571427
Bouti Beauty,1040000,86386.92777777778,525.04,MA,Religion,Society,,,,,,,,Mega-influencer,0.050484615384615385
Fashion and Trends 💄💅👗👠,1320,952.3510204081632,0.36,PK,Hobby,Lifestyle (sociology),Fashion,,,,,,,Nano-influencer,0.02727272727272727
Sports Broadcast Media,21,100.0,3.0,GB,Association football,Sport,,,,,,,,Emerging,14.285714285714286
Ash and Dan Travel,10200,15534.0,685.92,,Tourism,Lifestyle (sociology),Food,,,,,,,Micro-influencer,6.724705882352941
M Tech Guy,12800,9856.528301886792,71.6,NZ,Lifestyle (sociology),Vehicle,,,,,,,,Micro-influencer,0.559375
COUSINS VLOG,52,1125.6666666666667,22.666666666666668,,Film,Lifestyle (sociology),Entertainment,,,,,,,Emerging,43.5897435897436
Travel Birds,10400,967.4197530864196,48.06,,Lifestyle (sociology),Tourism,,,,,,,,Micro-influencer,0.4621153846153846
EMPIRE FASHION ,1500,530.2466666666667,17.22,,Hobby,Lifestyle (sociology),Fashion,,,,,,,Nano-influencer,1.148
The Family Food Budget,2000,4480.4375,239.9375,,Food,Lifestyle (sociology),,,,,,,,Nano-influencer,11.996875
Tech NewOld,800,20377.38095238095,99.61904761904762,GB,Lifestyle (sociology),Technology,,,,,,,,Emerging,12.452380952380953
Tech Trivandrum,13600,3596.0717948717947,30.02,IN,Knowledge,Technology,Lifestyle (sociology),,,,,,,Micro-influencer,0.22073529411764706
Dave + Rona’s Travel,9,69.45454545454545,2.5454545454545454,,Tourism,Lifestyle (sociology),,,,,,,,Emerging,28.28282828282828
